BME,N,5028,*,A,HTPADUʡ,MYR,1.13,1.13,1.15,1.1,147500,1.1,1.11,9700,1.1,7200,-0.03,-2.65,1750100,R,1.1
BME,N,2194,*,A,MMCCORPʡ,MYR,1.07,1.08,1.11,1.07,207200,1.09,1.1,323200,1.1,1000,0.03,2.8,1748700,R,1.1
BME,N,7154WA,,A,CAELY-WAʡ,MYR,0.255,0.255,0.325,0.255,300,0.32,0.325,96000,0.32,4000,0.065,25.49,1741500,R,0.32
BME,N,3816,*,A,MISCʡ,MYR,7.75,7.8,7.8,7.71,55800,7.73,7.74,171400,7.74,8600,-0.01,-0.13,1739700,R,7.74
BME,N,37,*,A,RGB,MYR,0.175,0.175,0.175,0.175,494900,0.175,0.18,2545400,0.175,207100,0,0,1725200,R,0.175
BME,N,7233,,A,DUFUʡ,MYR,2.75,2.73,2.8,2.72,63400,2.72,2.76,13300,2.73,14100,-0.02,-0.73,1724400,R,2.73
BME,N,9385WA,,A,LAYHONG-WAʡ,MYR,0.16,0.16,0.165,0.16,48800,0.16,0.165,891100,0.16,30000,0,0,1656700,R,0.16
BME,N,7022,*,A,GTRONICʡ,MYR,1.88,1.89,1.95,1.86,16500,1.92,1.93,85000,1.93,500,0.05,2.66,1655800,R,1.93
BME,N,7241,*,A,NGGBʡ,MYR,0.39,0.39,0.405,0.39,23800,0.4,0.405,13400,0.405,10000,0.015,3.85,1643300,R,0.39
BME,N,6633,*,A,LHI,MYR,0.825,0.83,0.84,0.82,183100,0.83,0.835,40000,0.83,38000,0.005,0.61,1617800,R,0.83
BME,N,5212,*,A,PAVREIT,MYR,1.8,1.8,1.81,1.79,145700,1.79,1.8,3438700,1.8,200,0,0,1607800,R,1.8
BME,N,7036,*,A,BORNOILʡ,MYR,0.045,0.045,0.045,0.04,103828600,0.04,0.045,16927000,0.045,100000,0,0,1600000,R,0.045
BME,N,5115,*,A,ALAMʡ,MYR,0.1,0.095,0.095,0.095,65900,0.095,0.1,4261200,0.095,15000,-0.005,-5,1595600,R,0.095
BME,N,7097,*,A,TAWIN,MYR,0.115,0.115,0.12,0.115,10254700,0.11,0.12,3295000,0.115,600,0,0,1586000,R,0.115
BME,N,5168,*,AX,HARTAʡ,MYR,5.26,5.23,5.29,5.22,45300,5.25,5.26,815300,5.26,12900,0,0,1583100,R,5.26
BME,N,7080,*,A,PERMAJUʡ,MYR,0.655,0.65,0.65,0.645,291000,0.645,0.65,42100,0.645,5000,-0.01,-1.53,1573000,R,-
BME,N,7204,*,A,D&Oʡ,MYR,0.59,0.585,0.59,0.57,411900,0.57,0.575,288700,0.57,20000,-0.02,-3.39,1572600,R,0.57
BME,N,7223,*,A,JADIʡ,MYR,0.055,0.055,0.055,0.055,7206100,0.05,0.06,3588000,0.055,65000,0,0,1571500,R,-
BME,N,5292,*,A,UWCʡ,MYR,1.57,1.59,1.59,1.57,341000,1.57,1.58,125000,1.57,2000,0,0,1557400,R,1.57
BME,N,5199WC,,A,HIBISCS-WCʡ,MYR,0.3,0.295,0.295,0.29,2000000,0.29,0.295,141100,0.295,10000,-0.005,-1.67,1536600,R,0.295
BME,N,99,*,A,SCICOM,MYR,0.94,0.94,0.945,0.925,37400,0.935,0.94,132000,0.935,6000,-0.005,-0.53,1504100,R,0.935
BME,N,5279,*,A,SERBADKʡ,MYR,4.35,4.35,4.35,4.28,15500,4.29,4.3,147000,4.29,5000,-0.06,-1.38,1475400,R,4.29
BME,N,5285,*,A,SIMEPLTʡ,MYR,4.75,4.75,4.9,4.75,20200,4.86,4.9,31200,4.9,6500,0.15,3.16,1467300,R,4.9
BME,N,6012,*,A,MAXISʡ,MYR,5.55,5.56,5.65,5.52,79200,5.55,5.59,6200,5.59,6000,0.04,0.72,1462100,R,5.59
BME,N,4065,*,A,PPBʡ,MYR,18.26,18.12,18.22,17.86,7800,18.14,18.22,502600,18.22,1600,-0.04,-0.22,1454800,R,18.22
BME,N,56,*,A,GRANFLOʡ,MYR,0.29,0.29,0.3,0.29,178100,0.295,0.3,652000,0.3,20000,0.01,3.45,1447600,R,0.3
BME,N,5213,*,A,SNTORIAʡ,MYR,0.22,0.215,0.22,0.21,819800,0.215,0.22,647400,0.22,4000,0,0,1436800,R,0.22
BME,N,7071,*,A,OCRʡ,MYR,0.245,0.24,0.24,0.235,1324000,0.235,0.24,90000,0.235,20000,-0.01,-4.08,1415900,R,0.235
